Hospital_ID,State,District,City,Hospital_Rating,District_Avg_Rating,Hospital_Score,Affordability_Score,Suitable_For_Disease,Recommendation
Hospital #502,Haryana,Gurugram,Gurgaon,4.3,4.02,5.83,9.02,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #503,Haryana,Gurugram,Gurgaon,3.8,4.02,5.28,8.53,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #504,Haryana,Gurugram,Gurgaon,3.3,4.02,4.73,8.04,Diabetes Management,Moderate
Hospital #505,Haryana,Gurugram,Gurgaon,3.5,4.02,4.95,8.24,"Diabetes Management, Eye Care",Moderate
Hospital #506,Haryana,Gurugram,Gurgaon,4.2,4.02,5.72,8.92,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #507,Haryana,Gurugram,Gurgaon,4,4.02,5.5,8.73,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #508,Haryana,Gurugram,Gurgaon,4.5,4.02,6.05,9.21,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #509,Haryana,Gurugram,Gurgaon,4.5,4.02,6.05,9.21,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #510,Haryana,Gurugram,Gurgaon,4.2,4.02,5.72,8.92,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #511,Haryana,Gurugram,Gurgaon,4.2,4.02,5.72,8.92,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #512,Haryana,Gurugram,Gurgaon,4.1,4.02,5.61,8.82,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #541,Haryana,Gurugram,Sohna,3.9,4.02,5.39,8.63,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #513,Haryana,Hisar,Hisar,4,4,5.37,8.92,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #452,Haryana,Jhajjar,Bahadurgarh,2.7,3.45,3.94,7.64,Diabetes Management,Not Recommended
Hospital #453,Haryana,Jhajjar,Bahadurgarh,4.2,3.45,5.59,9.1,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #514,Haryana,Karnal,Karnal,4,4.35,5.4,8.88,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #515,Haryana,Karnal,Karnal,4.2,4.35,5.62,9.08,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #516,Haryana,Karnal,Karnal,4.5,4.35,5.95,9.37,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #517,Haryana,Karnal,Karnal,4.1,4.35,5.51,8.98,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #518,Haryana,Karnal,Karnal,5,4.35,6.49,9.86,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #519,Haryana,Karnal,Karnal,4.3,4.35,5.73,9.18,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #520,Haryana,Kurukshetra,Kurushestra,3.1,3.1,4.37,8,Diabetes Management,Moderate
Hospital #521,Haryana,Palwal,Palwal,4.9,4.75,6.34,9.72,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #522,Haryana,Palwal,Palwal,4.6,4.75,6.01,9.43,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #523,Haryana,Panchkula,Panchkula,4.6,4.43,6.09,9.46,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #524,Haryana,Panchkula,Panchkula,4.1,4.43,5.54,8.98,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #525,Haryana,Panchkula,Panchkula,4.5,4.43,5.98,9.37,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #526,Haryana,Panchkula,Panchkula,4.5,4.43,5.98,9.37,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #527,Haryana,Panchkula,Panchkula,4.1,4.43,5.54,8.98,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #528,Haryana,Panchkula,Panchkula,4.8,4.43,6.3,9.66,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #529,Haryana,Panipat,Panipat,4.7,3.98,6.13,9.48,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #530,Haryana,Panipat,Panipat,2.8,3.98,4.04,7.63,Diabetes Management,Moderate
Hospital #531,Haryana,Panipat,Panipat,4.8,3.98,6.24,9.58,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #532,Haryana,Panipat,Panipat,3.6,3.98,4.92,8.41,"Diabetes Management, Eye Care",Moderate
Hospital #533,Haryana,Rewari,Rewari,3.6,3.9,4.94,8.5,"Diabetes Management, Eye Care",Moderate
Hospital #534,Haryana,Rewari,Rewari,4.5,3.9,5.93,9.38,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #535,Haryana,Rewari,Rewari,3.6,3.9,4.94,8.5,"Diabetes Management, Eye Care",Moderate
Hospital #536,Haryana,Rewari,Rewari,3.9,3.9,5.27,8.8,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #537,Haryana,Rohtak,Rohtak,4.4,4.4,5.8,9.27,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #538,Haryana,Rohtak,Rohtak,4.4,4.4,5.8,9.27,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #539,Haryana,Sirsa,Sirsa,4.8,4.85,6.27,9.74,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #540,Haryana,Sirsa,Sirsa,4.9,4.85,6.38,9.84,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #542,Haryana,Sonipat,Sonepat,3.3,3.3,4.58,8.18,Diabetes Management,Moderate
Hospital #543,Haryana,Yamunanagar,Yamuna Nagar,4.3,3.6,5.69,9.16,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #544,Haryana,Yamunanagar,Yamuna Nagar,2.9,3.6,4.15,7.79,Diabetes Management,Moderate
Hospital #545,Himachal Pradesh,Bilaspur,Bilaspur,3.9,3.45,5.29,8.85,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #545,Himachal Pradesh,Bilaspur,Bilaspur,3.9,3.45,5.28,8.82,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #546,Himachal Pradesh,Bilaspur,Bilaspur,3,3.45,4.3,7.98,Diabetes Management,Moderate
Hospital #546,Himachal Pradesh,Bilaspur,Bilaspur,3,3.45,4.29,7.94,Diabetes Management,Moderate
Hospital #547,Himachal Pradesh,Kangra,Kangra,4.6,4.6,6.04,9.55,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #548,Himachal Pradesh,Mandi,Mandi,4.1,4.13,5.51,9.07,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #549,Himachal Pradesh,Mandi,Mandi,3.6,4.13,4.96,8.58,"Diabetes Management, Eye Care",Moderate
Hospital #550,Himachal Pradesh,Mandi,Mandi,4.7,4.13,6.17,9.65,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #551,Himachal Pradesh,Solan,Solan,4,3.97,5.39,8.96,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #552,Himachal Pradesh,Solan,Solan,4.2,3.97,5.61,9.15,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #553,Himachal Pradesh,Solan,Solan,3.7,3.97,5.07,8.67,"Diabetes Management, Eye Care",Recommended
Hospital #554,Jammu Kashmir,Jammu,Jammu,3.9,3.72,5.27,8.79,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #555,Jammu Kashmir,Jammu,Jammu,4.3,3.72,5.71,9.18,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #556,Jammu Kashmir,Jammu,Jammu,3,3.72,4.28,7.91,Diabetes Management,Moderate
Hospital #557,Jammu Kashmir,Jammu,Jammu,3.7,3.72,5.05,8.59,"Diabetes Management, Eye Care",Recommended
Hospital #558,Jammu Kashmir,Srinagar,Srinagar,4.8,4.2,6.29,9.64,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #559,Jammu Kashmir,Srinagar,Srinagar,3.1,4.2,4.43,7.98,Diabetes Management,Moderate
Hospital #560,Jammu Kashmir,Srinagar,Srinagar,4.7,4.2,6.18,9.54,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #561,Jharkhand,Bokaro,Bokaro,2.9,3.34,4.18,7.78,Diabetes Management,Moderate
Hospital #562,Jharkhand,Bokaro,Bokaro,2.4,3.34,3.63,7.29,Diabetes Management,Not Recommended
Hospital #563,Jharkhand,Bokaro,Bokaro,3.5,3.34,4.84,8.37,"Diabetes Management, Eye Care",Moderate
Hospital #564,Jharkhand,Bokaro,Bokaro,2.8,3.34,4.07,7.68,Diabetes Management,Moderate
Hospital #565,Jharkhand,Bokaro,Bokaro,4.2,3.34,5.61,9.05,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #566,Jharkhand,Bokaro,Bokaro,3.6,3.34,4.95,8.47,"Diabetes Management, Eye Care",Moderate
Hospital #567,Jharkhand,Bokaro,Bokaro,4,3.34,5.39,8.86,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #568,Jharkhand,Dhanbad,Dhanbad,3.7,3.93,4.99,8.41,"Diabetes Management, Eye Care",Moderate
Hospital #569,Jharkhand,Dhanbad,Dhanbad,4,3.93,5.32,8.71,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #570,Jharkhand,Dhanbad,Dhanbad,4.1,3.93,5.42,8.8,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #752,Karnataka,Ballari,Bellary,3.7,3.63,5.06,8.66,"Diabetes Management, Eye Care",Recommended
Hospital #753,Karnataka,Ballari,Bellary,2.9,3.63,4.18,7.88,Diabetes Management,Moderate
Hospital #754,Karnataka,Ballari,Bellary,4.3,3.63,5.72,9.24,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #857,Karnataka,Bangalore Rural,Nelamangala,3.1,3.1,4.38,8.05,Diabetes Management,Moderate
Hospital #571,Karnataka,Bangalore Urban,Bangalore,4,4.02,6.86,7.95,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #572,Karnataka,Bangalore Urban,Bangalore,4,4.02,6.86,7.95,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #573,Karnataka,Bangalore Urban,Bangalore,4.6,4.02,7.52,8.53,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #574,Karnataka,Bangalore Urban,Bangalore,4.7,4.02,7.63,8.63,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #575,Karnataka,Bangalore Urban,Bangalore,4.6,4.02,7.52,8.53,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #576,Karnataka,Bangalore Urban,Bangalore,2.4,4.02,5.11,6.39,Diabetes Management,Recommended
Hospital #577,Karnataka,Bangalore Urban,Bangalore,4.2,4.02,7.08,8.14,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #578,Karnataka,Bangalore Urban,Bangalore,4.1,4.02,6.97,8.05,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #579,Karnataka,Bangalore Urban,Bangalore,4,4.02,6.86,7.95,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #580,Karnataka,Bangalore Urban,Bangalore,4,4.02,6.86,7.95,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #581,Karnataka,Bangalore Urban,Bangalore,3.8,4.02,6.64,7.75,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #582,Karnataka,Bangalore Urban,Bangalore,4.6,4.02,7.52,8.53,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #583,Karnataka,Bangalore Urban,Bangalore,3.4,4.02,6.21,7.36,Diabetes Management,Recommended
Hospital #584,Karnataka,Bangalore Urban,Bangalore,1.8,4.02,4.45,5.8,Basic Primary Care,Moderate
Hospital #585,Karnataka,Bangalore Urban,Bangalore,4.2,4.02,7.08,8.14,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #586,Karnataka,Bangalore Urban,Bangalore,4.3,4.02,7.19,8.24,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #587,Karnataka,Bangalore Urban,Bangalore,4.7,4.02,7.63,8.63,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #588,Karnataka,Bangalore Urban,Bangalore,2.5,4.02,5.22,6.48,Diabetes Management,Recommended
Hospital #589,Karnataka,Bangalore Urban,Bangalore,3.1,4.02,5.88,7.07,Diabetes Management,Recommended
Hospital #590,Karnataka,Bangalore Urban,Bangalore,4.1,4.02,6.97,8.05,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #591,Karnataka,Bangalore Urban,Bangalore,3.7,4.02,6.53,7.66,"Diabetes Management, Eye Care",Recommended
Hospital #592,Karnataka,Bangalore Urban,Bangalore,4,4.02,6.86,7.95,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #593,Karnataka,Bangalore Urban,Bangalore,4.1,4.02,6.97,8.05,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #594,Karnataka,Bangalore Urban,Bangalore,4.4,4.02,7.3,8.34,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #595,Karnataka,Bangalore Urban,Bangalore,2.9,4.02,5.66,6.88,Diabetes Management,Recommended
Hospital #596,Karnataka,Bangalore Urban,Bangalore,3.2,4.02,5.99,7.17,Diabetes Management,Recommended
Hospital #597,Karnataka,Bangalore Urban,Bangalore,4.8,4.02,7.74,8.73,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #598,Karnataka,Bangalore Urban,Bangalore,4.5,4.02,7.41,8.44,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #599,Karnataka,Bangalore Urban,Bangalore,4.6,4.02,7.52,8.53,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #600,Karnataka,Bangalore Urban,Bangalore,4.3,4.02,7.19,8.24,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #601,Karnataka,Bangalore Urban,Bangalore,4,4.02,6.86,7.95,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #602,Karnataka,Bangalore Urban,Bangalore,4.4,4.02,7.3,8.34,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #603,Karnataka,Bangalore Urban,Bangalore,4.1,4.02,6.97,8.05,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #604,Karnataka,Bangalore Urban,Bangalore,4.4,4.02,7.3,8.34,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #605,Karnataka,Bangalore Urban,Bangalore,4.3,4.02,7.19,8.24,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #606,Karnataka,Bangalore Urban,Bangalore,4.8,4.02,7.74,8.73,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #607,Karnataka,Bangalore Urban,Bangalore,4.3,4.02,7.19,8.24,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #608,Karnataka,Bangalore Urban,Bangalore,4.2,4.02,7.08,8.14,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #609,Karnataka,Bangalore Urban,Bangalore,4.5,4.02,7.41,8.44,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
